row_index,true_label,dbscan_label,ss_dbscan_label,important_point,importance_score
81,16,1,1,False,0
82,3,1,1,False,0
83,16,1,1,False,0
84,14,1,1,False,0
85,23,1,1,False,0
86,22,1,1,False,0
87,22,1,1,False,0
88,13,1,6,False,0
89,5,1,1,False,0
90,14,1,1,False,0
91,25,1,1,False,0
92,23,1,1,False,0
93,15,1,1,False,0
94,14,1,1,True,1
95,8,1,1,False,0
96,15,1,1,False,0
97,14,1,1,False,0
98,8,1,1,True,1
99,21,1,1,False,0
100,25,1,1,False,0
101,19,1,1,False,0
102,19,1,1,False,0
103,20,1,1,False,0
104,3,1,1,True,1
105,22,1,1,True,1
106,20,1,1,False,0
107,11,1,1,False,0
108,4,1,9,False,0
109,23,1,1,False,0
110,9,1,11,False,0
111,5,1,1,True,1
112,6,1,1,False,0
113,9,1,11,False,0
114,8,1,1,False,0
115,21,1,1,True,2
116,3,1,1,False,0
117,6,1,1,False,0
118,1,1,1,False,0
119,26,1,1,False,0
120,24,1,1,False,0
121,14,1,1,False,0
122,18,1,1,False,0
123,2,1,1,False,0
124,2,1,8,False,0
125,21,1,1,False,0
126,10,1,1,False,0
127,6,1,1,False,0
128,13,1,1,False,0
129,8,1,1,False,0
130,1,1,2,False,0
131,15,1,1,False,0
132,5,1,1,True,1
133,21,1,1,False,0
134,1,1,1,False,0
135,24,1,1,False,0
136,19,1,1,False,0
137,10,1,1,False,0
138,11,1,1,False,0
139,9,1,1,False,0
140,16,1,1,False,0
141,20,1,1,True,1
142,3,1,1,False,0
143,8,1,1,True,1
144,1,1,1,False,0
145,12,1,1,False,0
146,20,1,1,False,0
147,1,1,1,False,0
148,22,1,1,False,0
149,21,1,1,False,0
150,9,1,1,False,0
151,26,1,1,False,0
152,22,1,1,False,0
153,13,1,1,False,0
154,12,1,12,False,0
155,15,1,1,False,0
156,2,1,1,False,0
157,1,1,1,False,0
158,11,1,12,False,0
159,8,1,1,False,0
160,20,1,1,False,0
161,23,1,1,False,0
162,6,1,1,False,0
163,1,1,2,False,0
164,5,1,1,True,1
165,13,1,1,False,0
166,2,1,1,False,0
167,13,1,1,False,0
168,25,1,1,False,0
169,22,1,1,False,0
170,19,1,1,False,0
171,3,1,1,False,0
172,8,1,1,False,0
173,21,1,1,True,1
174,16,1,1,False,0
175,26,1,1,True,1
176,5,1,1,False,0
177,14,1,1,False,0
178,16,1,1,False,0
179,8,1,1,False,0
180,20,1,1,False,0
181,2,1,1,False,0
182,21,1,1,True,2
183,19,1,1,False,0
184,6,1,1,True,1
185,10,1,11,False,0
186,18,1,1,False,0
187,5,1,1,False,0
188,16,1,1,False,0
189,9,1,1,False,0
190,11,1,1,True,1
191,4,1,13,False,0
192,2,1,1,False,0
193,8,1,1,False,0
194,13,1,1,False,0
195,16,1,1,True,1
196,15,1,1,False,0
197,19,1,1,False,0
198,11,1,1,False,0
199,22,1,1,False,0
200,6,1,1,False,0
201,25,1,1,True,1
202,4,1,1,False,0
203,26,1,1,False,0
204,17,1,1,False,0
205,19,1,1,False,0
206,2,1,1,False,0
207,11,1,1,False,0
208,22,1,1,True,1
209,2,1,1,False,0
210,25,1,1,False,0
211,15,1,1,False,0
212,26,1,1,False,0
213,12,1,2,False,0
214,10,1,1,False,0
215,26,1,1,False,0
216,1,1,14,False,0
217,12,1,1,False,0
218,10,1,1,False,0
219,17,1,1,False,0
220,14,1,1,False,0
221,26,1,1,True,1
222,5,1,1,True,1
223,10,1,15,False,0
224,4,1,9,False,0
225,15,1,1,False,0
226,12,1,12,False,0
227,22,1,1,False,0
228,24,1,12,False,0
229,10,1,1,False,0
230,14,1,6,False,0
231,8,1,1,False,0
232,1,1,1,True,1
233,16,1,1,False,0
234,1,1,1,False,0
235,6,1,1,False,0
236,24,1,1,False,0
237,4,1,13,False,0
238,22,1,1,False,0
239,16,1,1,False,0
240,6,1,1,False,0
241,16,1,1,False,0
242,25,1,1,False,0
243,23,1,1,False,0
244,16,1,1,False,0
245,10,1,1,False,0
246,5,1,1,False,0
247,19,1,1,False,0
248,5,1,1,True,1
249,2,1,1,False,0
250,9,1,11,False,0
251,19,1,1,False,0
252,19,1,1,False,0
253,3,1,1,True,1
254,13,1,1,False,0
255,16,1,1,False,0
256,18,1,1,False,0
257,21,1,1,False,0
258,21,1,1,False,0
259,4,1,9,False,0
260,21,1,1,True,1
261,10,1,1,False,0
262,26,1,1,False,0
263,6,1,1,False,0
264,22,1,1,False,0
265,13,1,1,True,1
266,21,1,1,True,2
267,2,1,1,False,0
268,12,1,1,False,0
269,20,1,1,True,1
270,4,1,1,False,0
271,20,1,1,False,0
272,15,1,1,False,0
273,20,1,1,True,1
274,21,1,1,False,0
275,4,1,3,False,0
276,18,1,1,False,0
277,7,1,1,False,0
278,4,1,1,False,0
279,19,1,1,False,0
280,19,1,1,False,0
281,13,1,1,False,0
282,13,1,1,False,0
283,4,1,1,False,0
284,26,1,1,False,0
285,23,1,1,False,0
286,3,1,1,False,0
287,11,1,1,False,0
288,10,1,1,False,0
289,1,1,1,False,0
290,4,1,16,False,0
291,3,1,1,False,0
292,22,1,1,False,0
293,19,1,1,False,0
294,6,1,11,False,0
295,1,1,1,False,0
296,2,1,1,False,0
297,14,1,10,False,0
298,21,1,6,False,0
299,19,1,1,False,0
300,17,1,1,False,0
301,6,1,1,True,1
302,6,1,1,False,0
303,24,1,1,False,0
304,1,1,1,False,0
305,2,1,1,False,0
306,15,1,1,False,0
307,10,1,1,True,1
308,8,1,1,True,1
309,13,1,1,False,0
310,9,1,1,False,0
311,23,1,1,False,0
312,14,1,1,False,0
313,1,1,1,False,0
314,19,1,1,False,0
315,16,1,1,False,0
316,4,1,1,False,0
317,13,1,1,False,0
318,20,1,1,False,0
319,12,1,1,False,0
320,24,1,1,False,0
321,7,1,1,False,0
322,4,1,1,False,0
323,5,1,1,True,1
324,14,1,1,False,0
325,7,1,1,False,0
326,22,1,1,False,0
327,1,1,1,False,0
328,5,1,1,False,0
329,11,1,1,False,0
330,13,1,1,False,0
331,12,1,1,False,0
332,20,1,1,False,0
333,7,1,1,False,0
334,10,1,1,False,0
335,6,1,1,True,1
336,23,1,1,True,1
337,1,1,1,False,0
338,11,1,1,False,0
339,16,1,1,False,0
340,13,1,1,False,0
341,15,1,1,False,0
342,19,1,1,False,0
343,3,1,1,False,0
344,15,1,1,False,0
345,26,1,1,False,0
346,24,1,1,False,0
347,23,1,1,False,0
348,2,1,1,False,0
349,3,1,1,False,0
350,6,1,1,False,0
351,9,1,17,False,0
352,2,1,1,False,0
353,16,1,1,False,0
354,11,1,18,False,0
355,21,1,1,False,0
356,14,1,1,True,1
357,25,1,1,False,0
358,9,1,1,False,0
359,17,1,1,False,0
360,17,1,1,False,0
361,26,1,1,False,0
362,6,1,1,False,0
363,13,1,1,False,0
364,4,1,9,False,0
365,14,1,1,False,0
366,23,1,1,False,0
367,21,1,1,True,1
368,7,1,1,False,0
369,7,1,1,True,1
370,15,1,1,False,0
371,21,1,1,True,2
372,11,1,1,False,0
373,23,1,1,False,0
374,11,1,1,False,0
375,5,1,1,False,0
376,22,1,1,True,1
377,18,1,1,False,0
378,26,1,1,False,0
379,19,1,1,False,0
380,14,1,8,False,0
381,24,1,1,False,0
382,9,1,1,False,0
383,17,1,1,False,0
384,14,1,1,False,0
385,3,1,1,False,0
386,17,1,1,False,0
387,14,1,1,False,0
388,11,1,1,False,0
389,19,1,1,False,0
390,5,1,1,False,0
391,4,1,1,False,0
392,24,1,1,False,0
393,3,1,1,True,1
394,10,1,1,False,0
395,2,1,1,False,0
396,4,1,1,False,0
397,18,1,1,False,0
398,26,1,1,False,0
399,20,1,1,True,1
400,11,1,1,False,0
401,7,1,1,False,0
402,2,1,19,False,0
403,24,1,18,False,0
404,4,1,1,False,0
405,22,1,1,False,0
406,9,1,17,False,0
407,26,1,1,False,0
408,7,1,1,False,0
409,10,1,1,True,1
410,22,1,1,False,0
411,22,1,1,False,0
412,10,1,1,False,0
413,3,1,1,True,1
414,21,1,1,False,0
415,1,1,1,False,0
416,25,1,1,True,1
417,20,1,1,False,0
418,13,1,1,False,0
419,22,1,1,False,0
420,19,1,1,False,0
421,13,1,1,False,0
422,25,1,1,True,1
423,26,1,1,True,1
424,13,1,1,False,0
425,13,1,1,False,0
426,10,1,1,True,1
427,11,1,1,False,0
428,2,1,1,False,0
429,11,1,1,True,1
430,26,1,1,False,0
431,6,1,1,True,1
432,14,1,1,False,0
433,16,1,1,True,1
434,3,1,1,True,1
435,26,1,1,False,0
436,19,1,1,False,0
437,23,1,1,False,0
438,16,1,1,False,0
439,12,1,5,False,0
440,21,1,1,True,2
441,10,1,1,True,1
442,10,1,1,True,1
443,26,1,1,False,0
444,13,1,10,False,0
445,21,1,1,False,0
446,10,1,1,False,0
447,2,1,1,False,0
448,2,1,1,False,0
449,17,1,1,False,0
450,14,1,1,False,0
451,4,1,9,False,0
452,2,1,1,False,0
453,5,1,1,False,0
454,5,1,1,False,0
455,14,1,1,False,0
456,20,1,1,True,1
457,25,1,1,True,1
458,17,1,1,False,0
459,21,1,18,False,0
460,8,1,1,True,1
461,10,1,1,True,1
462,4,1,1,False,0
463,7,1,1,False,0
464,22,1,1,False,0
465,21,1,1,False,0
466,21,1,1,False,0
467,26,1,1,True,1
468,7,1,1,False,0
469,12,1,1,False,0
470,4,1,10,False,0
471,10,1,8,False,0
472,11,1,1,False,0
473,1,1,1,False,0
474,12,1,5,False,0
475,24,1,1,False,0
476,17,1,1,False,0
477,6,1,1,False,0
478,23,1,1,False,0
479,11,1,1,False,0
480,16,1,1,False,0
481,22,1,1,False,0
482,12,1,1,False,0
483,1,1,14,False,0
484,2,1,1,False,0
485,19,1,1,False,0
486,9,1,1,False,0
487,2,1,1,False,0
488,6,1,1,False,0
489,9,1,1,False,0
490,13,1,1,False,0
491,11,1,1,False,0
492,3,1,1,False,0
493,8,1,1,False,0
494,19,1,4,False,0
495,2,1,1,False,0
496,15,1,1,False,0
497,13,1,1,False,0
498,9,1,17,False,0
499,23,1,1,False,0
500,21,1,1,True,1
501,25,1,1,False,0
502,1,1,1,False,0
503,16,1,1,False,0
504,2,1,1,False,0
505,15,1,1,False,0
506,25,1,1,False,0
507,9,1,1,False,0
508,18,1,1,False,0
509,14,1,20,False,0
510,2,1,1,False,0
511,17,1,1,False,0
512,8,1,1,False,0
513,10,1,1,False,0
514,23,1,1,False,0
515,25,1,1,False,0
516,6,1,1,False,0
517,1,1,1,False,0
518,24,1,1,False,0
519,26,1,1,False,0
520,8,1,1,True,1
521,11,1,1,False,0
522,10,1,1,False,0
523,14,1,1,False,0
524,23,1,1,False,0
525,21,1,1,False,0
526,25,1,1,True,1
527,17,1,1,False,0
528,22,1,1,False,0
529,4,1,1,False,0
530,22,1,1,False,0
531,18,1,1,False,0
532,12,1,5,False,0
533,22,1,1,False,0
534,6,1,1,False,0
535,2,1,1,False,0
536,18,1,1,False,0
537,10,1,1,False,0
538,22,1,1,True,1
539,25,1,21,False,0
540,13,1,1,False,0
541,24,1,1,False,0
542,19,1,1,False,0
543,11,1,3,False,0
544,20,1,1,False,0
545,8,1,1,False,0
546,12,1,5,False,0
547,10,1,1,False,0
548,4,1,1,False,0
549,2,1,4,False,0
550,14,1,20,False,0
551,18,1,1,False,0
552,13,1,1,True,1
553,26,1,1,True,1
554,18,1,1,False,0
555,11,1,1,False,0
556,23,1,1,False,0
557,16,1,1,False,0
558,5,1,1,False,0
559,5,1,1,False,0
560,25,1,1,True,1
561,10,1,1,False,0
562,12,1,12,False,0
563,9,1,17,False,0
564,9,1,3,False,0
565,13,1,1,True,1
566,22,1,1,False,0
567,16,1,1,False,0
568,8,1,1,False,0
569,18,1,1,False,0
570,24,1,1,False,0
571,16,1,1,False,0
572,22,1,1,True,1
573,14,1,1,False,0
574,15,1,1,False,0
575,7,1,1,False,0
576,20,1,1,False,0
577,18,1,1,False,0
578,23,1,1,False,0
579,21,1,1,False,0
580,12,1,1,False,0
581,19,1,1,False,0
582,17,1,1,False,0
583,13,1,10,False,0
584,6,1,1,False,0
585,22,1,1,False,0
586,22,1,1,False,0
587,6,1,1,True,1
588,13,1,1,False,0
589,9,1,1,False,0
590,16,1,1,False,0
591,21,1,1,False,0
592,2,1,1,False,0
593,17,1,1,False,0
594,8,1,1,True,1
595,24,1,1,False,0
596,13,1,10,False,0
597,10,1,1,False,0
598,22,1,1,False,0
599,2,1,4,False,0
600,20,1,1,True,1
601,21,1,1,False,0
602,4,1,1,False,0
603,25,1,1,False,0
604,15,1,1,False,0
605,15,1,1,False,0
606,11,1,1,False,0
607,23,1,1,False,0
608,1,1,1,False,0
609,15,1,1,False,0
610,19,1,1,False,0
611,20,1,1,False,0
612,19,1,1,False,0
613,24,1,1,False,0
614,20,1,1,True,1
615,21,1,1,False,0
616,25,1,1,False,0
617,22,1,1,False,0
618,4,1,3,False,0
619,8,1,1,False,0
620,2,1,1,False,0
621,19,1,1,False,0
622,15,1,1,False,0
623,15,1,1,False,0
624,10,1,1,True,1
625,16,1,1,False,0
626,15,1,1,False,0
627,9,1,1,False,0
628,26,1,1,False,0
629,23,1,1,False,0
630,6,1,1,True,1
631,8,1,1,False,0
632,4,1,1,False,0
633,2,1,1,False,0
634,11,1,1,False,0
635,20,1,1,False,0
636,14,1,1,True,1
637,6,1,1,False,0
638,1,1,1,False,0
639,22,1,1,False,0
640,6,1,1,True,1
641,25,1,1,True,1
642,18,1,1,False,0
643,17,1,1,False,0
644,13,1,1,False,0
645,16,1,1,False,0
646,11,1,1,False,0
647,25,1,1,False,0
648,4,1,1,False,0
649,18,1,1,False,0
650,2,1,1,False,0
651,20,1,1,False,0
652,23,1,1,False,0
653,11,1,1,False,0
654,7,1,22,False,0
655,16,1,1,False,0
656,3,1,1,True,1
657,19,1,1,False,0
658,10,1,1,True,1
659,16,1,1,False,0
660,24,1,1,False,0
661,12,1,1,False,0
662,2,1,1,False,0
663,5,1,1,False,0
664,8,1,1,True,1
665,20,1,1,False,0
666,16,1,1,False,0
667,19,1,1,False,0
668,14,1,1,False,0
669,16,1,1,False,0
670,4,1,9,False,0
671,20,1,1,True,1
672,2,1,3,False,0
673,25,1,1,False,0
674,10,1,1,True,1
675,1,1,1,False,0
676,10,1,1,False,0
677,19,1,1,False,0
678,5,1,1,True,1
679,9,1,1,False,0
680,8,1,1,False,0
681,7,1,1,False,0
682,26,1,1,False,0
683,25,1,1,False,0
684,8,1,1,False,0
685,2,1,1,False,0
686,1,1,1,False,0
687,2,1,1,False,0
688,13,1,6,False,0
689,16,1,1,False,0
690,23,1,1,False,0
691,19,1,1,False,0
692,10,1,1,True,2
693,14,1,23,False,0
694,9,1,1,False,0
695,16,1,1,False,0
696,7,1,1,False,0
697,5,1,1,False,0
698,17,1,1,False,0
699,18,1,1,False,0
700,11,1,1,False,0
701,25,1,1,False,0
702,16,1,1,False,0
703,7,1,24,False,0
704,7,1,1,False,0
705,16,1,1,False,0
706,12,1,1,False,0
707,10,1,1,False,0
708,25,1,1,False,0
709,4,1,1,False,0
710,13,1,1,False,0
711,7,1,1,False,0
712,21,1,1,False,0
713,9,1,17,False,0
714,9,1,1,False,0
715,2,1,1,False,0
716,17,1,1,False,0
717,10,1,1,True,1
718,2,1,1,False,0
719,1,1,1,False,0
720,19,1,1,False,0
721,21,1,1,True,2
722,5,1,1,False,0
723,18,1,1,False,0
724,12,1,5,False,0
725,14,1,1,True,1
726,2,1,1,False,0
727,11,1,1,False,0
728,24,1,1,False,0
729,16,1,1,False,0
730,9,1,17,False,0
731,7,1,1,False,0
732,1,1,1,False,0
733,11,1,12,False,0
734,2,1,1,False,0
735,25,1,1,False,0
736,14,1,1,False,0
737,25,1,1,True,1
738,15,1,1,False,0
739,5,1,1,False,0
740,21,1,1,False,0
741,21,1,1,False,0
742,24,1,12,False,0
743,4,1,1,False,0
744,4,1,4,False,0
745,19,1,1,False,0
746,11,1,1,False,0
747,9,1,17,False,0
748,6,1,1,False,0
749,1,1,2,False,0
750,18,1,8,False,0
751,16,1,1,False,0
752,25,1,1,False,0
753,22,1,1,False,0
754,13,1,1,False,0
755,11,1,1,False,0
756,6,1,1,False,0
757,24,1,1,False,0
758,8,1,1,False,0
759,12,1,5,False,0
760,8,1,1,False,0
761,10,1,7,False,0
762,18,1,1,False,0
763,7,1,1,False,0
764,6,1,1,False,0
765,4,1,1,False,0
766,11,1,1,False,0
767,12,1,1,False,0
768,16,1,1,False,0
769,1,1,2,False,0
770,9,1,1,False,0
771,24,1,11,False,0
772,13,1,1,False,0
773,18,1,4,False,0
774,25,1,1,False,0
775,9,1,3,False,0
776,20,1,1,False,0
777,6,1,1,False,0
778,18,1,1,False,0
779,26,1,1,False,0
780,11,1,1,False,0
781,18,1,12,False,0
782,5,1,1,True,1
783,25,1,1,False,0
784,13,1,1,True,1
785,7,1,1,False,0
786,24,1,1,False,0
787,26,1,1,False,0
788,20,1,1,True,1
789,1,1,1,False,0
790,1,1,1,False,0
791,16,1,1,False,0
792,8,1,1,True,1
793,20,1,1,False,0
794,13,1,1,False,0
795,11,1,1,False,0
796,20,1,1,True,1
797,10,1,3,False,0
798,9,1,1,False,0
799,10,1,1,False,0
800,3,1,1,False,0
801,25,1,1,False,0
802,12,1,1,False,0
803,2,1,3,False,0
804,16,1,1,False,0
805,17,1,1,False,0
806,4,1,4,False,0
807,5,1,1,False,0
808,4,1,1,False,0
809,16,1,1,False,0
810,15,1,1,False,0
811,8,1,9,False,0
812,14,1,20,False,0
813,1,1,1,False,0
814,20,1,1,False,0
815,3,1,1,False,0
816,12,1,2,False,0
817,16,1,1,False,0
818,16,1,1,False,0
819,10,1,1,True,1
820,4,1,4,False,0
821,9,1,1,False,0
822,8,1,1,False,0
823,20,1,1,False,0
824,25,1,1,False,0
825,3,1,1,False,0
826,19,1,1,False,0
827,12,1,25,False,0
828,14,1,10,False,0
829,7,1,1,False,0
830,17,1,1,False,0
831,9,1,17,False,0
832,22,1,1,False,0
833,18,1,1,False,0
834,14,1,3,False,0
835,3,1,1,False,0
836,20,1,1,False,0
837,18,1,1,False,0
838,26,1,1,True,1
839,2,1,4,False,0
840,20,1,1,False,0
841,18,1,1,False,0
842,10,1,1,False,0
843,13,1,1,False,0
844,24,1,1,False,0
845,19,1,1,False,0
846,19,1,1,False,0
847,7,1,1,False,0
848,2,1,1,False,0
849,13,1,1,False,0
850,19,1,1,False,0
851,13,1,1,False,0
852,12,1,12,False,0
853,7,1,1,False,0
854,3,1,1,False,0
855,19,1,1,False,0
856,3,1,1,True,1
857,18,1,4,False,0
858,7,1,1,False,0
859,3,1,1,True,1
860,9,1,11,False,0
861,25,1,1,False,0
862,3,1,1,False,0
863,25,1,1,False,0
864,11,1,1,False,0
865,9,1,1,False,0
866,5,1,1,False,0
867,15,1,1,False,0
868,13,1,1,False,0
869,17,1,1,False,0
870,26,1,1,False,0
871,8,1,1,False,0
872,26,1,1,False,0
873,8,1,1,False,0
874,15,1,1,False,0
875,21,1,1,True,1
876,23,1,1,False,0
877,12,1,5,False,0
878,10,1,1,False,0
879,12,1,12,False,0
880,15,1,1,False,0
881,11,1,1,False,0
882,10,1,1,False,0
883,11,1,1,False,0
884,20,1,1,False,0
885,7,1,1,False,0
886,13,1,1,False,0
887,10,1,1,True,1
888,22,1,1,True,1
889,20,1,1,False,0
890,25,1,1,False,0
891,3,1,1,False,0
892,1,1,1,False,0
893,18,1,1,False,0
894,13,1,20,False,0
895,21,1,1,False,0
896,17,1,1,False,0
897,24,1,1,False,0
898,3,1,1,False,0
899,25,1,1,True,1
900,12,1,5,False,0
901,13,1,1,False,0
902,19,1,1,False,0
903,9,1,11,False,0
904,10,1,1,False,0
905,5,1,1,False,0
906,13,1,1,True,1
907,12,1,5,False,0
908,20,1,1,False,0
909,24,1,1,False,0
910,24,1,1,False,0
911,22,1,1,False,0
912,4,1,3,False,0
913,24,1,1,False,0
914,19,1,4,False,0
915,2,1,2,False,0
916,5,1,1,False,0
917,19,1,1,False,0
918,11,1,1,False,0
919,16,1,1,False,0
920,26,1,1,False,0
921,18,1,1,False,0
922,19,1,3,False,0
923,6,1,1,False,0
924,12,1,26,False,0
925,14,1,13,False,0
926,14,1,20,False,0
927,14,1,1,False,0
928,4,1,9,False,0
929,13,1,1,True,1
930,25,1,1,False,0
931,18,1,1,False,0
932,4,1,1,False,0
933,5,1,1,True,1
934,18,1,1,False,0
935,13,1,6,False,0
936,9,1,27,False,0
937,6,1,1,False,0
938,16,1,1,False,0
939,19,1,1,False,0
940,24,1,1,False,0
941,20,1,1,True,1
942,18,1,1,False,0
943,15,1,1,False,0
944,1,1,1,False,0
945,16,1,1,False,0
946,24,1,1,False,0
947,13,1,1,False,0
948,21,1,10,False,0
949,2,1,1,False,0
950,26,1,1,False,0
951,7,1,1,False,0
952,16,1,1,False,0
953,19,1,1,False,0
954,13,1,1,True,1
955,5,1,1,True,1
956,11,1,1,False,0
957,20,1,1,True,1
958,1,1,1,False,0
959,19,1,1,False,0
960,18,1,1,False,0
961,4,1,1,False,0
962,8,1,1,False,0
963,7,1,1,False,0
964,5,1,1,False,0
965,15,1,1,False,0
966,10,1,1,False,0
967,3,1,1,False,0
968,9,1,1,False,0
969,4,1,1,False,0
970,6,1,1,False,0
971,21,1,1,False,0
972,17,1,1,False,0
973,17,1,1,False,0
974,23,1,1,False,0
975,18,1,1,False,0
976,10,1,1,False,0
977,26,1,1,False,0
978,3,1,1,False,0
979,17,1,1,False,0
980,17,1,1,False,0
981,20,1,1,True,1
982,5,1,1,False,0
983,5,1,1,False,0
984,16,1,1,True,1
985,6,1,1,False,0
986,3,1,1,False,0
987,19,1,1,False,0
988,19,1,1,False,0
989,14,1,10,False,0
990,20,1,1,False,0
991,1,1,1,False,0
992,24,1,1,False,0
993,23,1,1,False,0
994,22,1,8,False,0
995,6,1,1,False,0
996,4,1,4,False,0
997,17,1,1,False,0
998,8,1,1,False,0
999,15,1,1,False,0
1000,22,1,1,False,0
1001,20,1,1,True,1
1002,21,1,1,True,2
1003,25,1,1,False,0
1004,7,1,1,False,0
1005,8,1,1,False,0
1006,21,1,1,True,1
1007,9,1,11,False,0
1008,12,1,25,False,0
1009,16,1,1,False,0
1010,12,1,1,False,0
1011,14,1,1,True,1
1012,23,1,1,False,0
1013,6,1,1,True,1
1014,1,1,1,False,0
1015,7,1,1,False,0
1016,25,1,1,False,0
1017,12,1,1,False,0
1018,13,1,10,False,0
1019,15,1,1,False,0
1020,7,1,1,False,0
1021,25,1,1,False,0
1022,13,1,10,False,0
1023,1,1,1,False,0
1024,16,1,1,True,1
1025,21,1,1,False,0
1026,6,1,1,False,0
1027,1,1,2,False,0
1028,16,1,1,False,0
1029,8,1,1,True,1
1030,1,1,12,False,0
1031,6,1,1,True,1
1032,7,1,1,False,0
1033,24,1,18,False,0
1034,19,1,1,False,0
1035,11,1,1,False,0
1036,4,1,9,False,0
1037,10,1,1,False,0
1038,20,1,1,True,1
1039,16,1,1,False,0
1040,11,1,1,False,0
1041,1,1,1,False,0
1042,1,1,1,False,0
1043,3,1,1,False,0
1044,13,1,10,False,0
1045,22,1,1,False,0
1046,13,1,1,False,0
1047,10,1,1,True,1
1048,15,1,1,False,0
1049,19,1,1,False,0
1050,14,1,1,True,1
1051,12,1,12,False,0
1052,22,1,1,False,0
1053,8,1,1,True,1
1054,26,1,1,True,1
1055,10,1,1,True,1
1056,11,1,18,False,0
1057,24,1,1,False,0
1058,3,1,1,False,0
1059,4,1,1,False,0
1060,5,1,1,True,1
1061,13,1,6,False,0
1062,1,1,1,False,0
1063,13,1,1,False,0
1064,3,1,1,False,0
1065,10,1,1,True,1
1066,10,1,1,False,0
1067,12,1,25,False,0
1068,17,1,1,False,0
1069,13,1,1,False,0
1070,26,1,1,False,0
1071,17,1,1,False,0
1072,14,1,1,False,0
1073,22,1,1,False,0
1074,2,1,1,False,0
1075,11,1,1,False,0
1076,17,1,1,False,0
1077,1,1,1,False,0
1078,18,1,1,False,0
1079,9,1,1,False,0
1080,13,1,1,False,0
1081,8,1,1,True,1
1082,4,1,1,False,0
1083,4,1,4,False,0
1084,8,1,1,False,0
1085,18,1,1,False,0
1086,26,1,1,False,0
1087,17,1,1,False,0
1088,2,1,1,False,0
1089,7,1,1,False,0
1090,2,1,1,False,0
1091,3,1,1,True,1
1092,11,1,1,False,0
1093,3,1,1,False,0
1094,23,1,1,False,0
1095,17,1,1,False,0
1096,21,1,10,False,0
1097,24,1,1,False,0
1098,4,1,9,False,0
1099,6,1,1,False,0
1100,26,1,1,False,0
1101,11,1,1,False,0
1102,19,1,4,False,0
1103,15,1,1,False,0
1104,24,1,18,False,0
1105,14,1,1,False,0
1106,17,1,1,False,0
1107,10,1,1,False,0
1108,10,1,1,False,0
1109,8,1,1,False,0
1110,15,1,1,False,0
1111,2,1,1,False,0
1112,16,1,1,False,0
1113,14,1,20,False,0
1114,5,1,1,False,0
1115,9,1,1,False,0
1116,12,1,2,False,0
1117,8,1,1,True,1
1118,8,1,1,False,0
1119,13,1,1,False,0
1120,8,1,1,False,0
1121,24,1,1,False,0
1122,21,1,24,False,0
1123,9,1,11,False,0
1124,24,1,12,False,0
1125,3,1,1,False,0
1126,2,1,4,False,0
1127,4,1,4,False,0
1128,22,1,1,False,0
1129,11,1,1,False,0
1130,11,1,1,False,0
1131,2,1,1,False,0
1132,17,1,1,False,0
1133,20,1,1,False,0
1134,8,1,1,False,0
1135,12,1,26,False,0
1136,23,1,1,False,0
1137,18,1,1,False,0
1138,25,1,1,False,0
1139,1,1,2,False,0
1140,21,1,1,False,0
1141,26,1,1,False,0
1142,4,1,1,False,0
1143,10,1,1,False,0
1144,24,1,1,False,0
1145,19,1,1,False,0
1146,15,1,1,False,0
1147,22,1,1,True,1
