dataset_id,dataset_name,row_index,true_label,true_label_display,dbscan_label,ss_dbscan_label,important_point,importance_score
letters,lettersPreProc.csv,72,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,73,10,10,1,1,True,1.000000
letters,lettersPreProc.csv,74,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,75,4,4,1,4,False,0.000000
letters,lettersPreProc.csv,76,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,77,13,13,1,6,False,0.000000
letters,lettersPreProc.csv,78,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,79,14,14,1,10,False,0.000000
letters,lettersPreProc.csv,80,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,81,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,82,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,83,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,84,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,85,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,86,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,87,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,88,13,13,1,6,False,0.000000
letters,lettersPreProc.csv,89,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,90,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,91,25,25,1,1,False,0.000000
letters,lettersPreProc.csv,92,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,93,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,94,14,14,1,1,True,1.000000
letters,lettersPreProc.csv,95,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,96,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,97,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,98,8,8,1,1,True,1.000000
letters,lettersPreProc.csv,99,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,100,25,25,1,1,False,0.000000
letters,lettersPreProc.csv,101,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,102,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,103,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,104,3,3,1,1,True,1.000000
letters,lettersPreProc.csv,105,22,22,1,1,True,1.000000
letters,lettersPreProc.csv,106,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,107,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,108,4,4,1,9,False,0.000000
letters,lettersPreProc.csv,109,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,110,9,9,1,11,False,0.000000
letters,lettersPreProc.csv,111,5,5,1,1,True,1.000000
letters,lettersPreProc.csv,112,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,113,9,9,1,11,False,0.000000
letters,lettersPreProc.csv,114,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,115,21,21,1,1,True,2.000000
letters,lettersPreProc.csv,116,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,117,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,118,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,119,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,120,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,121,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,122,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,123,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,124,2,2,1,8,False,0.000000
letters,lettersPreProc.csv,125,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,126,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,127,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,128,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,129,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,130,1,1,1,2,False,0.000000
letters,lettersPreProc.csv,131,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,132,5,5,1,1,True,1.000000
letters,lettersPreProc.csv,133,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,134,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,135,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,136,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,137,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,138,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,139,9,9,1,1,False,0.000000
letters,lettersPreProc.csv,140,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,141,20,20,1,1,True,1.000000
letters,lettersPreProc.csv,142,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,143,8,8,1,1,True,1.000000
letters,lettersPreProc.csv,144,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,145,12,12,1,1,False,0.000000
letters,lettersPreProc.csv,146,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,147,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,148,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,149,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,150,9,9,1,1,False,0.000000
letters,lettersPreProc.csv,151,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,152,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,153,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,154,12,12,1,12,False,0.000000
letters,lettersPreProc.csv,155,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,156,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,157,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,158,11,11,1,12,False,0.000000
letters,lettersPreProc.csv,159,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,160,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,161,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,162,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,163,1,1,1,2,False,0.000000
letters,lettersPreProc.csv,164,5,5,1,1,True,1.000000
letters,lettersPreProc.csv,165,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,166,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,167,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,168,25,25,1,1,False,0.000000
letters,lettersPreProc.csv,169,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,170,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,171,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,172,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,173,21,21,1,1,True,1.000000
letters,lettersPreProc.csv,174,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,175,26,26,1,1,True,1.000000
letters,lettersPreProc.csv,176,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,177,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,178,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,179,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,180,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,181,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,182,21,21,1,1,True,2.000000
letters,lettersPreProc.csv,183,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,184,6,6,1,1,True,1.000000
letters,lettersPreProc.csv,185,10,10,1,11,False,0.000000
letters,lettersPreProc.csv,186,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,187,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,188,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,189,9,9,1,1,False,0.000000
letters,lettersPreProc.csv,190,11,11,1,1,True,1.000000
letters,lettersPreProc.csv,191,4,4,1,13,False,0.000000
letters,lettersPreProc.csv,192,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,193,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,194,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,195,16,16,1,1,True,1.000000
letters,lettersPreProc.csv,196,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,197,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,198,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,199,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,200,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,201,25,25,1,1,True,1.000000
letters,lettersPreProc.csv,202,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,203,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,204,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,205,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,206,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,207,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,208,22,22,1,1,True,1.000000
letters,lettersPreProc.csv,209,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,210,25,25,1,1,False,0.000000
letters,lettersPreProc.csv,211,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,212,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,213,12,12,1,2,False,0.000000
letters,lettersPreProc.csv,214,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,215,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,216,1,1,1,14,False,0.000000
letters,lettersPreProc.csv,217,12,12,1,1,False,0.000000
letters,lettersPreProc.csv,218,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,219,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,220,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,221,26,26,1,1,True,1.000000
letters,lettersPreProc.csv,222,5,5,1,1,True,1.000000
letters,lettersPreProc.csv,223,10,10,1,15,False,0.000000
letters,lettersPreProc.csv,224,4,4,1,9,False,0.000000
letters,lettersPreProc.csv,225,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,226,12,12,1,12,False,0.000000
letters,lettersPreProc.csv,227,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,228,24,24,1,12,False,0.000000
letters,lettersPreProc.csv,229,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,230,14,14,1,6,False,0.000000
letters,lettersPreProc.csv,231,8,8,1,1,False,0.000000
letters,lettersPreProc.csv,232,1,1,1,1,True,1.000000
letters,lettersPreProc.csv,233,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,234,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,235,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,236,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,237,4,4,1,13,False,0.000000
letters,lettersPreProc.csv,238,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,239,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,240,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,241,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,242,25,25,1,1,False,0.000000
letters,lettersPreProc.csv,243,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,244,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,245,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,246,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,247,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,248,5,5,1,1,True,1.000000
letters,lettersPreProc.csv,249,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,250,9,9,1,11,False,0.000000
letters,lettersPreProc.csv,251,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,252,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,253,3,3,1,1,True,1.000000
letters,lettersPreProc.csv,254,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,255,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,256,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,257,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,258,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,259,4,4,1,9,False,0.000000
letters,lettersPreProc.csv,260,21,21,1,1,True,1.000000
letters,lettersPreProc.csv,261,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,262,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,263,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,264,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,265,13,13,1,1,True,1.000000
letters,lettersPreProc.csv,266,21,21,1,1,True,2.000000
letters,lettersPreProc.csv,267,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,268,12,12,1,1,False,0.000000
letters,lettersPreProc.csv,269,20,20,1,1,True,1.000000
letters,lettersPreProc.csv,270,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,271,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,272,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,273,20,20,1,1,True,1.000000
letters,lettersPreProc.csv,274,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,275,4,4,1,3,False,0.000000
letters,lettersPreProc.csv,276,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,277,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,278,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,279,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,280,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,281,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,282,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,283,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,284,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,285,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,286,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,287,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,288,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,289,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,290,4,4,1,16,False,0.000000
letters,lettersPreProc.csv,291,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,292,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,293,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,294,6,6,1,11,False,0.000000
letters,lettersPreProc.csv,295,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,296,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,297,14,14,1,10,False,0.000000
letters,lettersPreProc.csv,298,21,21,1,6,False,0.000000
letters,lettersPreProc.csv,299,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,300,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,301,6,6,1,1,True,1.000000
letters,lettersPreProc.csv,302,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,303,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,304,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,305,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,306,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,307,10,10,1,1,True,1.000000
letters,lettersPreProc.csv,308,8,8,1,1,True,1.000000
letters,lettersPreProc.csv,309,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,310,9,9,1,1,False,0.000000
letters,lettersPreProc.csv,311,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,312,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,313,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,314,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,315,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,316,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,317,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,318,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,319,12,12,1,1,False,0.000000
letters,lettersPreProc.csv,320,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,321,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,322,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,323,5,5,1,1,True,1.000000
letters,lettersPreProc.csv,324,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,325,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,326,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,327,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,328,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,329,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,330,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,331,12,12,1,1,False,0.000000
letters,lettersPreProc.csv,332,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,333,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,334,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,335,6,6,1,1,True,1.000000
letters,lettersPreProc.csv,336,23,23,1,1,True,1.000000
letters,lettersPreProc.csv,337,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,338,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,339,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,340,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,341,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,342,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,343,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,344,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,345,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,346,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,347,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,348,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,349,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,350,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,351,9,9,1,17,False,0.000000
letters,lettersPreProc.csv,352,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,353,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,354,11,11,1,18,False,0.000000
letters,lettersPreProc.csv,355,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,356,14,14,1,1,True,1.000000
letters,lettersPreProc.csv,357,25,25,1,1,False,0.000000
letters,lettersPreProc.csv,358,9,9,1,1,False,0.000000
letters,lettersPreProc.csv,359,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,360,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,361,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,362,6,6,1,1,False,0.000000
letters,lettersPreProc.csv,363,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,364,4,4,1,9,False,0.000000
letters,lettersPreProc.csv,365,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,366,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,367,21,21,1,1,True,1.000000
letters,lettersPreProc.csv,368,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,369,7,7,1,1,True,1.000000
letters,lettersPreProc.csv,370,15,15,1,1,False,0.000000
letters,lettersPreProc.csv,371,21,21,1,1,True,2.000000
letters,lettersPreProc.csv,372,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,373,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,374,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,375,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,376,22,22,1,1,True,1.000000
letters,lettersPreProc.csv,377,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,378,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,379,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,380,14,14,1,8,False,0.000000
letters,lettersPreProc.csv,381,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,382,9,9,1,1,False,0.000000
letters,lettersPreProc.csv,383,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,384,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,385,3,3,1,1,False,0.000000
letters,lettersPreProc.csv,386,17,17,1,1,False,0.000000
letters,lettersPreProc.csv,387,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,388,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,389,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,390,5,5,1,1,False,0.000000
letters,lettersPreProc.csv,391,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,392,24,24,1,1,False,0.000000
letters,lettersPreProc.csv,393,3,3,1,1,True,1.000000
letters,lettersPreProc.csv,394,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,395,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,396,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,397,18,18,1,1,False,0.000000
letters,lettersPreProc.csv,398,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,399,20,20,1,1,True,1.000000
letters,lettersPreProc.csv,400,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,401,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,402,2,2,1,19,False,0.000000
letters,lettersPreProc.csv,403,24,24,1,18,False,0.000000
letters,lettersPreProc.csv,404,4,4,1,1,False,0.000000
letters,lettersPreProc.csv,405,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,406,9,9,1,17,False,0.000000
letters,lettersPreProc.csv,407,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,408,7,7,1,1,False,0.000000
letters,lettersPreProc.csv,409,10,10,1,1,True,1.000000
letters,lettersPreProc.csv,410,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,411,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,412,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,413,3,3,1,1,True,1.000000
letters,lettersPreProc.csv,414,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,415,1,1,1,1,False,0.000000
letters,lettersPreProc.csv,416,25,25,1,1,True,1.000000
letters,lettersPreProc.csv,417,20,20,1,1,False,0.000000
letters,lettersPreProc.csv,418,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,419,22,22,1,1,False,0.000000
letters,lettersPreProc.csv,420,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,421,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,422,25,25,1,1,True,1.000000
letters,lettersPreProc.csv,423,26,26,1,1,True,1.000000
letters,lettersPreProc.csv,424,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,425,13,13,1,1,False,0.000000
letters,lettersPreProc.csv,426,10,10,1,1,True,1.000000
letters,lettersPreProc.csv,427,11,11,1,1,False,0.000000
letters,lettersPreProc.csv,428,2,2,1,1,False,0.000000
letters,lettersPreProc.csv,429,11,11,1,1,True,1.000000
letters,lettersPreProc.csv,430,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,431,6,6,1,1,True,1.000000
letters,lettersPreProc.csv,432,14,14,1,1,False,0.000000
letters,lettersPreProc.csv,433,16,16,1,1,True,1.000000
letters,lettersPreProc.csv,434,3,3,1,1,True,1.000000
letters,lettersPreProc.csv,435,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,436,19,19,1,1,False,0.000000
letters,lettersPreProc.csv,437,23,23,1,1,False,0.000000
letters,lettersPreProc.csv,438,16,16,1,1,False,0.000000
letters,lettersPreProc.csv,439,12,12,1,5,False,0.000000
letters,lettersPreProc.csv,440,21,21,1,1,True,2.000000
letters,lettersPreProc.csv,441,10,10,1,1,True,1.000000
letters,lettersPreProc.csv,442,10,10,1,1,True,1.000000
letters,lettersPreProc.csv,443,26,26,1,1,False,0.000000
letters,lettersPreProc.csv,444,13,13,1,10,False,0.000000
letters,lettersPreProc.csv,445,21,21,1,1,False,0.000000
letters,lettersPreProc.csv,446,10,10,1,1,False,0.000000
letters,lettersPreProc.csv,447,2,2,1,1,False,0.000000
